pokemon_species,ja-Hrkt,roomaji,ko,zh-Hant,fr,de,es,it,en,cs,ja,zh-Hans,pt-BR
gigalith,ギガイアス,Gigaiath,기가이어스,龐岩怪,Gigalithe,Brockoloss,Gigalith,Gigalith,"Gigalith, gigalith",,ギガイアス,庞岩怪,
woobat,コロモリ,Koromori,또르박쥐,滾滾蝙蝠,Chovsourir,Fleknoil,Woobat,Woobat,"Woobat, woobat",,コロモリ,滚滚蝙蝠,
swoobat,ココロモリ,Kokoromori,맘박쥐,心蝙蝠,Rhinolove,Fletiamo,Swoobat,Swoobat,"Swoobat, swoobat",,ココロモリ,心蝙蝠,
drilbur,モグリュー,Mogurew,두더류,螺釘地鼠,Rototaupe,Rotomurf,Drilbur,Drilbur,"Drilbur, drilbur",,モグリュー,螺钉地鼠,
excadrill,ドリュウズ,Doryuzu,몰드류,龍頭地鼠,Minotaupe,Stalobor,Excadrill,Excadrill,"Excadrill, excadrill",,ドリュウズ,龙头地鼠,
audino,タブンネ,Tabunne,다부니,差不多娃娃,Nanméouïe,Ohrdoch,Audino,Audino,"Audino, audino, audino-mega",,タブンネ,差不多娃娃,
timburr,ドッコラー,Dokkorer,으랏차,搬運小匠,Charpenti,Praktibalk,Timburr,Timburr,"Timburr, timburr",,ドッコラー,搬运小匠,
gurdurr,ドテッコツ,Dotekkotsu,토쇠골,鐵骨土人,Ouvrifier,Strepoli,Gurdurr,Gurdurr,"Gurdurr, gurdurr",,ドテッコツ,铁骨土人,
conkeldurr,ローブシン,Roubushin,노보청,修建老匠,Bétochef,Meistagrif,Conkeldurr,Conkeldurr,"Conkeldurr, conkeldurr",,ローブシン,修建老匠,
tympole,オタマロ,Otamaro,동챙이,圓蝌蚪,Tritonde,Schallquap,Tympole,Tympole,"Tympole, tympole",,オタマロ,圆蝌蚪,
palpitoad,ガマガル,Gamagaru,두까비,藍蟾蜍,Batracné,Mebrana,Palpitoad,Palpitoad,"Palpitoad, palpitoad",,ガマガル,蓝蟾蜍,
seismitoad,ガマゲロゲ,Gamageroge,두빅굴,蟾蜍王,Crapustule,Branawarz,Seismitoad,Seismitoad,"Seismitoad, seismitoad",,ガマゲロゲ,蟾蜍王,
throh,ナゲキ,Nageki,던지미,投摔鬼,Judokrak,Jiutesto,Throh,Throh,"Throh, throh",,ナゲキ,投摔鬼,
sawk,ダゲキ,Dageki,타격귀,打擊鬼,Karaclée,Karadonis,Sawk,Sawk,"Sawk, sawk",,ダゲキ,打击鬼,
sewaddle,クルミル,Kurumiru,두르보,蟲寶包,Larveyette,Strawickl,Sewaddle,Sewaddle,"Sewaddle, sewaddle",,クルミル,虫宝包,
swadloon,クルマユ,Kurumayu,두르쿤,寶包繭,Couverdure,Folikon,Swadloon,Swadloon,"Swadloon, swadloon",,クルマユ,宝包茧,
leavanny,ハハコモリ,Hahakomori,모아머,保母蟲,Manternel,Matrifol,Leavanny,Leavanny,"Leavanny, leavanny",,ハハコモリ,保姆虫,
venipede,フシデ,Fushide,마디네,百足蜈蚣,Venipatte,Toxiped,Venipede,Venipede,"Venipede, venipede",,フシデ,百足蜈蚣,
whirlipede,ホイーガ,Wheega,휠구,車輪毬,Scobolide,Rollum,Whirlipede,Whirlipede,"Whirlipede, whirlipede",,ホイーガ,车轮球,
scolipede,ペンドラー,Pendror,펜드라,蜈蚣王,Brutapode,Cerapendra,Scolipede,Scolipede,"Scolipede, scolipede",,ペンドラー,蜈蚣王,
cottonee,モンメン,Monmen,소미안,木棉球,Doudouvet,Waumboll,Cottonee,Cottonee,"Cottonee, cottonee",,モンメン,木棉球,
whimsicott,エルフーン,Elfuun,엘풍,風妖精,Farfaduvet,Elfun,Whimsicott,Whimsicott,"Whimsicott, whimsicott",,エルフーン,风妖精,
petilil,チュリネ,Churine,치릴리,百合根娃娃,Chlorobule,Lilminip,Petilil,Petilil,"Petilil, petilil",,チュリネ,百合根娃娃,
lilligant,ドレディア,Dredear,드레디어,裙兒小姐,Fragilady,Dressella,Lilligant,Lilligant,"Lilligant, lilligant, lilligant-hisui",,ドレディア,裙儿小姐,
sandile,メグロコ,Meguroco,깜눈크,黑眼鱷,Mascaïman,Ganovil,Sandile,Sandile,"Sandile, sandile",,メグロコ,黑眼鳄,
krokorok,ワルビル,Waruvile,악비르,混混鱷,Escroco,Rokkaiman,Krokorok,Krokorok,"Krokorok, krokorok",,ワルビル,混混鳄,
krookodile,ワルビアル,Waruvial,악비아르,流氓鱷,Crocorible,Rabigator,Krookodile,Krookodile,"Krookodile, krookodile",,ワルビアル,流氓鳄,
darumaka,ダルマッカ,Darumakka,달막화,火紅不倒翁,Darumarond,Flampion,Darumaka,Darumaka,"Darumaka, darumaka, darumaka-galar",,ダルマッカ,火红不倒翁,
maractus,マラカッチ,Maracacchi,마라카치,沙鈴仙人掌,Maracachi,Maracamba,Maractus,Maractus,"Maractus, maractus",,マラカッチ,沙铃仙人掌,
dwebble,イシズマイ,Ishizumai,돌살이,石居蟹,Crabicoque,Lithomith,Dwebble,Dwebble,"Dwebble, dwebble",,イシズマイ,石居蟹,
crustle,イワパレス,Iwapalace,암팰리스,岩殿居蟹,Crabaraque,Castellith,Crustle,Crustle,"Crustle, crustle",,イワパレス,岩殿居蟹,
scraggy,ズルッグ,Zuruggu,곤율랭,滑滑小子,Baggiguane,Zurrokex,Scraggy,Scraggy,"Scraggy, scraggy",,ズルッグ,滑滑小子,
scrafty,ズルズキン,Zuruzukin,곤율거니,頭巾混混,Baggaïd,Irokex,Scrafty,Scrafty,"Scrafty, scrafty",,ズルズキン,头巾混混,
sigilyph,シンボラー,Symboler,심보러,象徵鳥,Cryptéro,Symvolara,Sigilyph,Sigilyph,"Sigilyph, sigilyph",,シンボラー,象征鸟,
yamask,デスマス,Desumasu,데스마스,哭哭面具,Tutafeh,Makabaja,Yamask,Yamask,"Yamask, yamask, yamask-galar",,デスマス,哭哭面具,
cofagrigus,デスカーン,Desukarn,데스니칸,死神棺,Tutankafer,Echnatoll,Cofagrigus,Cofagrigus,"Cofagrigus, cofagrigus",,デスカーン,迭失棺,
tirtouga,プロトーガ,Protoga,프로토가,原蓋海龜,Carapagos,Galapaflos,Tirtouga,Tirtouga,"Tirtouga, tirtouga",,プロトーガ,原盖海龟,
carracosta,アバゴーラ,Abagoura,늑골라,肋骨海龜,Mégapagos,Karippas,Carracosta,Carracosta,"Carracosta, carracosta",,アバゴーラ,肋骨海龟,
archen,アーケン,Archen,아켄,始祖小鳥,Arkéapti,Flapteryx,Archen,Archen,"Archen, archen",,アーケン,始祖小鸟,
archeops,アーケオス,Archeos,아케오스,始祖大鳥,Aéroptéryx,Aeropteryx,Archeops,Archeops,"Archeops, archeops",,アーケオス,始祖大鸟,
trubbish,ヤブクロン,Yabukuron,깨봉이,破破袋,Miamiasme,Unratütox,Trubbish,Trubbish,"Trubbish, trubbish",,ヤブクロン,破破袋,
garbodor,ダストダス,Dustdas,더스트나,灰塵山,Miasmax,Deponitox,Garbodor,Garbodor,"Garbodor, garbodor, garbodor-gmax",,ダストダス,灰尘山,
zorua,ゾロア,Zorua,조로아,索羅亞,Zorua,Zorua,Zorua,Zorua,"Zorua, zorua, zorua-hisui",,ゾロア,索罗亚,
zoroark,ゾロアーク,Zoroark,조로아크,索羅亞克,Zoroark,Zoroark,Zoroark,Zoroark,"Zoroark, zoroark, zoroark-hisui",,ゾロアーク,索罗亚克,
minccino,チラーミィ,Chillarmy,치라미,泡沫栗鼠,Chinchidou,Picochilla,Minccino,Minccino,"Minccino, minccino",,チラーミィ,泡沫栗鼠,
cinccino,チラチーノ,Chillaccino,치라치노,奇諾栗鼠,Pashmilla,Chillabell,Cinccino,Cinccino,"Cinccino, cinccino",,チラチーノ,奇诺栗鼠,
gothita,ゴチム,Gothimu,고디탱,哥德寶寶,Scrutella,Mollimorba,Gothita,Gothita,"Gothita, gothita",,ゴチム,哥德宝宝,
gothorita,ゴチミル,Gothimiru,고디보미,哥德小童,Mesmérella,Hypnomorba,Gothorita,Gothorita,"Gothorita, gothorita",,ゴチミル,哥德小童,
gothitelle,ゴチルゼル,Gothiruselle,고디모아젤,哥德小姐,Sidérella,Morbitesse,Gothitelle,Gothitelle,"Gothitelle, gothitelle",,ゴチルゼル,哥德小姐,
solosis,ユニラン,Uniran,유니란,單卵細胞球,Nucléos,Monozyto,Solosis,Solosis,"Solosis, solosis",,ユニラン,单卵细胞球,
duosion,ダブラン,Doublan,듀란,雙卵細胞球,Méios,Mitodos,Duosion,Duosion,"Duosion, duosion",,ダブラン,双卵细胞球,
reuniclus,ランクルス,Lanculus,란쿨루스,人造細胞卵,Symbios,Zytomega,Reuniclus,Reuniclus,"Reuniclus, reuniclus",,ランクルス,人造细胞卵,
ducklett,コアルヒー,Koaruhie,꼬지보리,鴨寶寶,Couaneton,Piccolente,Ducklett,Ducklett,"Ducklett, ducklett",,コアルヒー,鸭宝宝,
swanna,スワンナ,Swanna,스완나,舞天鵝,Lakmécygne,Swaroness,Swanna,Swanna,"Swanna, swanna",,スワンナ,舞天鹅,
vanillite,バニプッチ,Vanipeti,바닐프티,迷你冰,Sorbébé,Gelatini,Vanillite,Vanillite,"Vanillite, vanillite",,バニプッチ,迷你冰,
vanillish,バニリッチ,Vanirich,바닐리치,多多冰,Sorboul,Gelatroppo,Vanillish,Vanillish,"Vanillish, vanillish",,バニリッチ,多多冰,
vanilluxe,バイバニラ,Baivanilla,배바닐라,雙倍多多冰,Sorbouboul,Gelatwino,Vanilluxe,Vanilluxe,"Vanilluxe, vanilluxe",,バイバニラ,双倍多多冰,
deerling,シキジカ,Shikijika,사철록,四季鹿,Vivaldaim,Sesokitz,Deerling,Deerling,"Deerling, deerling",,シキジカ,四季鹿,
sawsbuck,メブキジカ,Mebukijika,바라철록,萌芽鹿,Haydaim,Kronjuwild,Sawsbuck,Sawsbuck,"Sawsbuck, sawsbuck",,メブキジカ,萌芽鹿,
emolga,エモンガ,Emonga,에몽가,電飛鼠,Emolga,Emolga,Emolga,Emolga,"Emolga, emolga",,エモンガ,电飞鼠,
karrablast,カブルモ,Kaburumo,딱정곤,蓋蓋蟲,Carabing,Laukaps,Karrablast,Karrablast,"Karrablast, karrablast",,カブルモ,盖盖虫,
escavalier,シュバルゴ,Chevargo,슈바르고,騎士蝸牛,Lançargot,Cavalanzas,Escavalier,Escavalier,"Escavalier, escavalier",,シュバルゴ,骑士蜗牛,
foongus,タマゲタケ,Tamagetake,깜놀버슬,哎呀球菇,Trompignon,Tarnpignon,Foongus,Foongus,"Foongus, foongus",,タマゲタケ,哎呀球菇,
amoonguss,モロバレル,Morobareru,뽀록나,敗露球菇,Gaulet,Hutsassa,Amoonguss,Amoonguss,"Amoonguss, amoonguss",,モロバレル,败露球菇,
frillish,プルリル,Pururill,탱그릴,輕飄飄,Viskuse,Quabbel,Frillish,Frillish,"Frillish, frillish",,プルリル,轻飘飘,
jellicent,ブルンゲル,Burungel,탱탱겔,胖嘟嘟,Moyade,Apoquallyp,Jellicent,Jellicent,"Jellicent, jellicent",,ブルンゲル,胖嘟嘟,
alomomola,ママンボウ,Mamanbou,맘복치,保母曼波,Mamanbo,Mamolida,Alomomola,Alomomola,"Alomomola, alomomola",,ママンボウ,保姆曼波,
joltik,バチュル,Bachuru,파쪼옥,電電蟲,Statitik,Wattzapf,Joltik,Joltik,"Joltik, joltik",,バチュル,电电虫,
galvantula,デンチュラ,Dentula,전툴라,電蜘蛛,Mygavolt,Voltula,Galvantula,Galvantula,"Galvantula, galvantula",,デンチュラ,电蜘蛛,
ferroseed,テッシード,Tesseed,철시드,種子鐵球,Grindur,Kastadur,Ferroseed,Ferroseed,"Ferroseed, ferroseed",,テッシード,种子铁球,
ferrothorn,ナットレイ,Nutrey,너트령,堅果啞鈴,Noacier,Tentantel,Ferrothorn,Ferrothorn,"Ferrothorn, ferrothorn",,ナットレイ,坚果哑铃,
klink,ギアル,Giaru,기어르,齒輪兒,Tic,Klikk,Klink,Klink,"Klink, klink",,ギアル,齿轮儿,
klang,ギギアル,Gigiaru,기기어르,齒輪組,Clic,Kliklak,Klang,Klang,"Klang, klang",,ギギアル,齿轮组,
klinklang,ギギギアル,Gigigiaru,기기기어르,齒輪怪,Cliticlic,Klikdiklak,Klinklang,Klinklang,"Klinklang, klinklang",,ギギギアル,齿轮怪,
tynamo,シビシラス,Shibishirasu,저리어,麻麻小魚,Anchwatt,Zapplardin,Tynamo,Tynamo,"Tynamo, tynamo",,シビシラス,麻麻小鱼,
eelektrik,シビビール,Shibibeel,저리릴,麻麻鰻,Lampéroie,Zapplalek,Eelektrik,Eelektrik,"Eelektrik, eelektrik",,シビビール,麻麻鳗,
eelektross,シビルドン,Shibirudon,저리더프,麻麻鰻魚王,Ohmassacre,Zapplarang,Eelektross,Eelektross,"Eelektross, eelektross",,シビルドン,麻麻鳗鱼王,
elgyem,リグレー,Ligray,리그레,小灰怪,Lewsor,Pygraulon,Elgyem,Elgyem,"Elgyem, elgyem",,リグレー,小灰怪,
beheeyem,オーベム,Ohbem,벰크,大宇怪,Neitram,Megalon,Beheeyem,Beheeyem,"Beheeyem, beheeyem",,オーベム,大宇怪,
litwick,ヒトモシ,Hitomoshi,불켜미,燭光靈,Funécire,Lichtel,Litwick,Litwick,"Litwick, litwick",,ヒトモシ,烛光灵,
lampent,ランプラー,Lampler,램프라,燈火幽靈,Mélancolux,Laternecto,Lampent,Lampent,"Lampent, lampent",,ランプラー,灯火幽灵,
chandelure,シャンデラ,Chandela,샹델라,水晶燈火靈,Lugulabre,Skelabra,Chandelure,Chandelure,"Chandelure, chandelure",,シャンデラ,水晶灯火灵,
axew,キバゴ,Kibago,터검니,牙牙,Coupenotte,Milza,Axew,Axew,"Axew, axew",,キバゴ,牙牙,
fraxure,オノンド,Onondo,액슨도,斧牙龍,Incisache,Sharfax,Fraxure,Fraxure,"Fraxure, fraxure",,オノンド,斧牙龙,
haxorus,オノノクス,Ononokus,액스라이즈,雙斧戰龍,Tranchodon,Maxax,Haxorus,Haxorus,"Haxorus, haxorus",,オノノクス,双斧战龙,
cubchoo,クマシュン,Kumasyun,코고미,噴嚏熊,Polarhume,Petznief,Cubchoo,Cubchoo,"Cubchoo, cubchoo",,クマシュン,喷嚏熊,
beartic,ツンベアー,Tunbear,툰베어,凍原熊,Polagriffe,Siberio,Beartic,Beartic,"Beartic, beartic",,ツンベアー,冻原熊,
cryogonal,フリージオ,Freegeo,프리지오,幾何雪花,Hexagel,Frigometri,Cryogonal,Cryogonal,"Cryogonal, cryogonal",,フリージオ,几何雪花,
shelmet,チョボマキ,Chobomaki,쪼마리,小嘴蝸,Escargaume,Schnuthelm,Shelmet,Shelmet,"Shelmet, shelmet",,チョボマキ,小嘴蜗,
accelgor,アギルダー,Agilder,어지리더,敏捷蟲,Limaspeed,Hydragil,Accelgor,Accelgor,"Accelgor, accelgor",,アギルダー,敏捷虫,
stunfisk,マッギョ,Maggyo,메더,泥巴魚,Limonde,Flunschlik,Stunfisk,Stunfisk,"Stunfisk, stunfisk, stunfisk-galar",,マッギョ,泥巴鱼,
mienfoo,コジョフー,Kojofu,비조푸,功夫鼬,Kungfouine,Lin-Fu,Mienfoo,Mienfoo,"Mienfoo, mienfoo",,コジョフー,功夫鼬,
mienshao,コジョンド,Kojondo,비조도,師父鼬,Shaofouine,Wie-Shu,Mienshao,Mienshao,"Mienshao, mienshao",,コジョンド,师父鼬,
druddigon,クリムガン,Crimgan,크리만,赤面龍,Drakkarmin,Shardrago,Druddigon,Druddigon,"Druddigon, druddigon",,クリムガン,赤面龙,
golett,ゴビット,Gobit,골비람,泥偶小人,Gringolem,Golbit,Golett,Golett,"Golett, golett",,ゴビット,泥偶小人,
golurk,ゴルーグ,Goloog,골루그,泥偶巨人,Golemastoc,Golgantes,Golurk,Golurk,"Golurk, golurk",,ゴルーグ,泥偶巨人,
pawniard,コマタナ,Komatana,자망칼,駒刀小兵,Scalpion,Gladiantri,Pawniard,Pawniard,"Pawniard, pawniard",,コマタナ,驹刀小兵,
bisharp,キリキザン,Kirikizan,절각참,劈斬司令,Scalproie,Caesurio,Bisharp,Bisharp,"Bisharp, bisharp",,キリキザン,劈斩司令,
bouffalant,バッフロン,Buffron,버프론,爆炸頭水牛,Frison,Bisofank,Bouffalant,Bouffalant,"Bouffalant, bouffalant",,バッフロン,爆炸头水牛,
rufflet,ワシボン,Washibon,수리둥보,毛頭小鷹,Furaiglon,Geronimatz,Rufflet,Rufflet,"Rufflet, rufflet",,ワシボン,毛头小鹰,
braviary,ウォーグル,Warrgle,워글,勇士雄鷹,Gueriaigle,Washakwil,Braviary,Braviary,"Braviary, braviary, braviary-hisui",,ウォーグル,勇士雄鹰,
vullaby,バルチャイ,Valchai,벌차이,禿鷹丫頭,Vostourno,Skallyk,Vullaby,Vullaby,"Vullaby, vullaby",,バルチャイ,秃鹰丫头,
mandibuzz,バルジーナ,Vulgina,버랜지나,禿鷹娜,Vaututrice,Grypheldis,Mandibuzz,Mandibuzz,"Mandibuzz, mandibuzz",,バルジーナ,秃鹰娜,
heatmor,クイタラン,Kuitaran,앤티골,熔蟻獸,Aflamanoir,Furnifraß,Heatmor,Heatmor,"Heatmor, heatmor",,クイタラン,熔蚁兽,
durant,アイアント,Aiant,아이앤트,鐵蟻,Fermite,Fermicula,Durant,Durant,"Durant, durant",,アイアント,铁蚁,
deino,モノズ,Monozu,모노두,單首龍,Solochi,Kapuno,Deino,Deino,"Deino, deino",,モノズ,单首龙,
zweilous,ジヘッド,Dihead,디헤드,雙首暴龍,Diamat,Duodino,Zweilous,Zweilous,"Zweilous, zweilous",,ジヘッド,双首暴龙,
hydreigon,サザンドラ,Sazandora,삼삼드래,三首惡龍,Trioxhydre,Trikephalo,Hydreigon,Hydreigon,"Hydreigon, hydreigon",,サザンドラ,三首恶龙,
larvesta,メラルバ,Merlarva,활화르바,燃燒蟲,Pyronille,Ignivor,Larvesta,Larvesta,"Larvesta, larvesta",,メラルバ,燃烧虫,
volcarona,ウルガモス,Ulgamoth,불카모스,火神蛾,Pyrax,Ramoth,Volcarona,Volcarona,"Volcarona, volcarona",,ウルガモス,火神蛾,
cobalion,コバルオン,Cobalon,코바르온,勾帕路翁,Cobaltium,Kobalium,Cobalion,Cobalion,"Cobalion, cobalion",,コバルオン,勾帕路翁,
terrakion,テラキオン,Terrakion,테라키온,代拉基翁,Terrakium,Terrakium,Terrakion,Terrakion,"Terrakion, terrakion",,テラキオン,代拉基翁,
virizion,ビリジオン,Virizion,비리디온,畢力吉翁,Viridium,Viridium,Virizion,Virizion,"Virizion, virizion",,ビリジオン,毕力吉翁,
reshiram,レシラム,Reshiram,레시라무,萊希拉姆,Reshiram,Reshiram,Reshiram,Reshiram,"Reshiram, reshiram",,レシラム,莱希拉姆,
zekrom,ゼクロム,Zekrom,제크로무,捷克羅姆,Zekrom,Zekrom,Zekrom,Zekrom,"Zekrom, zekrom",,ゼクロム,捷克罗姆,
kyurem,キュレム,Kyurem,큐레무,酋雷姆,Kyurem,Kyurem,Kyurem,Kyurem,"Kyurem, kyurem, kyurem-black, kyurem-white",,キュレム,酋雷姆,
genesect,ゲノセクト,Genesect,게노세크트,蓋諾賽克特,Genesect,Genesect,Genesect,Genesect,"Genesect, genesect",,ゲノセクト,盖诺赛克特,
chespin,ハリマロン,Harimaron,도치마론,哈力栗,Marisson,Igamaro,Chespin,Chespin,"Chespin, chespin",,ハリマロン,哈力栗,
quilladin,ハリボーグ,Hariborg,도치보구,胖胖哈力,Boguérisse,Igastarnish,Quilladin,Quilladin,"Quilladin, quilladin",,ハリボーグ,胖胖哈力,
chesnaught,ブリガロン,Brigarron,브리가론,布里卡隆,Blindépique,Brigaron,Chesnaught,Chesnaught,"Chesnaught, chesnaught",,ブリガロン,布里卡隆,
fennekin,フォッコ,Fokko,푸호꼬,火狐狸,Feunnec,Fynx,Fennekin,Fennekin,"Fennekin, fennekin",,フォッコ,火狐狸,
braixen,テールナー,Tairenar,테르나,長尾火狐,Roussil,Rutena,Braixen,Braixen,"Braixen, braixen",,テールナー,长尾火狐,
delphox,マフォクシー,Mahoxy,마폭시,妖火紅狐,Goupelin,Fennexis,Delphox,Delphox,"Delphox, delphox",,マフォクシー,妖火红狐,
froakie,ケロマツ,Keromatsu,개구마르,呱呱泡蛙,Grenousse,Froxy,Froakie,Froakie,"Froakie, froakie",,ケロマツ,呱呱泡蛙,
frogadier,ゲコガシラ,Gekogashira,개굴반장,呱頭蛙,Croâporal,Amphizel,Frogadier,Frogadier,"Frogadier, frogadier",,ゲコガシラ,呱头蛙,
greninja,ゲッコウガ,Gekkouga,개굴닌자,甲賀忍蛙,Amphinobi,Quajutsu,Greninja,Greninja,"Greninja, greninja, greninja-ash, greninja-battle-bond",,ゲッコウガ,甲贺忍蛙,
bunnelby,ホルビー,Horubee,파르빗,掘掘兔,Sapereau,Scoppel,Bunnelby,Bunnelby,"Bunnelby, bunnelby",,ホルビー,掘掘兔,
diggersby,ホルード,Horudo,파르토,掘地兔,Excavarenne,Grebbit,Diggersby,Diggersby,"Diggersby, diggersby",,ホルード,掘地兔,
fletchling,ヤヤコマ,Yayakoma,화살꼬빈,小箭雀,Passerouge,Dartiri,Fletchling,Fletchling,"Fletchling, fletchling",,ヤヤコマ,小箭雀,
fletchinder,ヒノヤコマ,Hinoyakoma,불화살빈,火箭雀,Braisillon,Dartignis,Fletchinder,Fletchinder,"Fletchinder, fletchinder",,ヒノヤコマ,火箭雀,
talonflame,ファイアロー,Fiarrow,파이어로,烈箭鷹,Flambusard,Fiaro,Talonflame,Talonflame,"Talonflame, talonflame",,ファイアロー,烈箭鹰,
scatterbug,コフキムシ,Kofukimushi,분이벌레,粉蝶蟲,Lépidonille,Purmel,Scatterbug,Scatterbug,"Scatterbug, scatterbug",,コフキムシ,粉蝶虫,
spewpa,コフーライ,Kofuurai,분떠도리,粉蝶蛹,Pérégrain,Puponcho,Spewpa,Spewpa,"Spewpa, spewpa",,コフーライ,粉蝶蛹,
vivillon,ビビヨン,Viviyon,비비용,彩粉蝶,Prismillon,Vivillon,Vivillon,Vivillon,"Vivillon, vivillon",,ビビヨン,彩粉蝶,
litleo,シシコ,Shishiko,레오꼬,小獅獅,Hélionceau,Leufeo,Litleo,Litleo,"Litleo, litleo",,シシコ,小狮狮,
pyroar,カエンジシ,Kaenjishi,화염레오,火炎獅,Némélios,Pyroleo,Pyroar,Pyroar,"Pyroar, pyroar",,カエンジシ,火炎狮,
flabebe,フラベベ,Flabebe,플라베베,花蓓蓓,Flabébé,Flabébé,Flabébé,Flabébé,"Flabébé, flabebe",,フラベベ,花蓓蓓,
floette,フラエッテ,Floette,플라엣테,花葉蒂,Floette,Floette,Floette,Floette,"Floette, floette, floette-eternal",,フラエッテ,花叶蒂,
florges,フラージェス,Florges,플라제스,花潔夫人,Florges,Florges,Florges,Florges,"Florges, florges",,フラージェス,花洁夫人,
skiddo,メェークル,Meecle,메이클,坐騎小羊,Cabriolaine,Mähikel,Skiddo,Skiddo,"Skiddo, skiddo",,メェークル,坐骑小羊,
gogoat,ゴーゴート,Gogoat,고고트,坐騎山羊,Chevroum,Chevrumm,Gogoat,Gogoat,"Gogoat, gogoat",,ゴーゴート,坐骑山羊,
pancham,ヤンチャム,Yancham,판짱,頑皮熊貓,Pandespiègle,Pam-Pam,Pancham,Pancham,"Pancham, pancham",,ヤンチャム,顽皮熊猫,
pangoro,ゴロンダ,Goronda,부란다,流氓熊貓,Pandarbare,Pandagro,Pangoro,Pangoro,"Pangoro, pangoro",,ゴロンダ,霸道熊猫,
furfrou,トリミアン,Trimmien,트리미앙,多麗米亞,Couafarel,Coiffwaff,Furfrou,Furfrou,"Furfrou, furfrou",,トリミアン,多丽米亚,
espurr,ニャスパー,Nyasper,냐스퍼,妙喵,Psystigri,Psiau,Espurr,Espurr,"Espurr, espurr",,ニャスパー,妙喵,
honedge,ヒトツキ,Hitotsuki,단칼빙,獨劍鞘,Monorpale,Gramokles,Honedge,Honedge,"Honedge, honedge",,ヒトツキ,独剑鞘,
doublade,ニダンギル,Nidangill,쌍검킬,雙劍鞘,Dimoclès,Duokles,Doublade,Doublade,"Doublade, doublade",,ニダンギル,双剑鞘,
spritzee,シュシュプ,Shushupu,슈쁘,粉香香,Fluvetin,Parfi,Spritzee,Spritzee,"Spritzee, spritzee",,シュシュプ,粉香香,
aromatisse,フレフワン,Frefuwan,프레프티르,芳香精,Cocotine,Parfinesse,Aromatisse,Aromatisse,"Aromatisse, aromatisse",,フレフワン,芳香精,
swirlix,ペロッパフ,Peroppafu,나룸퍼프,綿綿泡芙,Sucroquin,Flauschling,Swirlix,Swirlix,"Swirlix, swirlix",,ペロッパフ,绵绵泡芙,
slurpuff,ペロリーム,Peroream,나루림,胖甜妮,Cupcanaille,Sabbaione,Slurpuff,Slurpuff,"Slurpuff, slurpuff",,ペロリーム,胖甜妮,
inkay,マーイーカ,Maaiika,오케이징,好啦魷,Sepiatop,Iscalar,Inkay,Inkay,"Inkay, inkay",,マーイーカ,好啦鱿,
malamar,カラマネロ,Calamanero,칼라마네로,烏賊王,Sepiatroce,Calamanero,Malamar,Malamar,"Malamar, malamar",,カラマネロ,乌贼王,
binacle,カメテテ,Kametete,거북손손,龜腳腳,Opermine,Bithora,Binacle,Binacle,"Binacle, binacle",,カメテテ,龟脚脚,
barbaracle,ガメノデス,Gamenodes,거북손데스,龜足巨鎧,Golgopathe,Thanathora,Barbaracle,Barbaracle,"Barbaracle, barbaracle",,ガメノデス,龟足巨铠,
skrelp,クズモー,Kuzumo,수레기,垃垃藻,Venalgue,Algitt,Skrelp,Skrelp,"Skrelp, skrelp",,クズモー,垃垃藻,
dragalge,ドラミドロ,Dramidoro,드래캄,毒藻龍,Kravarech,Tandrak,Dragalge,Dragalge,"Dragalge, dragalge",,ドラミドロ,毒藻龙,
clauncher,ウデッポウ,Udeppou,완철포,鐵臂槍蝦,Flingouste,Scampisto,Clauncher,Clauncher,"Clauncher, clauncher",,ウデッポウ,铁臂枪虾,
clawitzer,ブロスター,Bloster,블로스터,鋼炮臂蝦,Gamblast,Wummer,Clawitzer,Clawitzer,"Clawitzer, clawitzer",,ブロスター,钢炮臂虾,
helioptile,エリキテル,Erikiteru,목도리키텔,傘電蜥,Galvaran,Eguana,Helioptile,Helioptile,"Helioptile, helioptile",,エリキテル,伞电蜥,
heliolisk,エレザード,Elezard,일레도리자드,光電傘蜥,Iguolta,Elezard,Heliolisk,Heliolisk,"Heliolisk, heliolisk",,エレザード,光电伞蜥,
tyrunt,チゴラス,Chigoras,티고라스,寶寶暴龍,Ptyranidur,Balgoras,Tyrunt,Tyrunt,"Tyrunt, tyrunt",,チゴラス,宝宝暴龙,
tyrantrum,ガチゴラス,Gachigoras,견고라스,怪顎龍,Rexillius,Monargoras,Tyrantrum,Tyrantrum,"Tyrantrum, tyrantrum",,ガチゴラス,怪颚龙,
amaura,アマルス,Amarus,아마루스,冰雪龍,Amagara,Amarino,Amaura,Amaura,"Amaura, amaura",,アマルス,冰雪龙,
aurorus,アマルルガ,Amaruruga,아마루르가,冰雪巨龍,Dragmara,Amagarga,Aurorus,Aurorus,"Aurorus, aurorus",,アマルルガ,冰雪巨龙,
sylveon,ニンフィア,Nymphia,님피아,仙子伊布,Nymphali,Feelinara,Sylveon,Sylveon,"Sylveon, sylveon",,ニンフィア,仙子伊布,
hawlucha,ルチャブル,Luchabull,루차불,摔角鷹人,Brutalibré,Resladero,Hawlucha,Hawlucha,"Hawlucha, hawlucha",,ルチャブル,摔角鹰人,
dedenne,デデンネ,Dedenne,데덴네,咚咚鼠,Dedenne,Dedenne,Dedenne,Dedenne,"Dedenne, dedenne",,デデンネ,咚咚鼠,
